Brand,Model,Theft Rate (%),Province,Place,Hijacking_Rate,Crime_Level,Crime_Level_Num,Driver_Age,Claims,Vehicle_Value,Vehicle_Year,Annual_Mileage,Tracker,Alarm,Immobilizer,Married,Coverage,Usage,Parking,Theft_Rate,Area_Hijack,Premium
Toyota,Land Cruiser 70,3.0,Eastern Cape,Central,2.5,Medium,1.3,36,2,1070736,2006,27474,1,0,0,0,Smart,Occasional,Carport,3.0,2.5,14593.14
Toyota,Land Cruiser 70,3.0,Eastern Cape,Mount Road,3.5,Medium,1.3,20,1,2928719,2024,44773,0,1,0,0,Comprehensive,Daily Commute,Garage,3.0,3.5,118246.64
Toyota,Land Cruiser 70,3.0,Eastern Cape,Stanford Terrace,1.2,Low,1.0,35,0,525241,2001,3502,0,1,0,0,Comprehensive,Occasional,Garage,3.0,1.2,2047.96
Toyota,Land Cruiser 70,3.0,Mpumalanga,Witbank,3.5,Medium,1.3,56,0,1297693,2006,33117,0,0,1,0,Smart,Weekend Only,Carport,3.0,3.5,11409.85
Toyota,Land Cruiser 70,3.0,Mpumalanga,Secunda,2.8,Medium,1.3,26,0,2276228,2014,9042,0,1,0,1,Smart,Occasional,Street,3.0,2.8,46365.48
Toyota,Land Cruiser 70,3.0,Mpumalanga,Vosman,4.0,High,1.5,69,0,3803408,2002,32501,0,0,0,0,Smart,Occasional,Street,3.0,4.0,89378.0
Toyota,Land Cruiser 70,3.0,Mpumalanga,Bethal,1.0,Low,1.0,29,0,3693091,2004,26918,0,0,0,0,Smart,Daily Commute,Carport,3.0,1.0,89468.77
Toyota,Land Cruiser 70,3.0,Mpumalanga,Middleburg,1.5,Low,1.0,22,2,1956096,2021,22244,0,0,0,0,Comprehensive,Daily Commute,Garage,3.0,1.5,68984.69
Toyota,Land Cruiser 70,3.0,Limpopo,Polokwane,2.5,Medium,1.3,20,0,528117,2007,26242,0,0,0,1,Smart,Daily Commute,Street,3.0,2.5,3366.27
Toyota,Land Cruiser 70,3.0,Limpopo,Mankweng,4.2,High,1.5,28,1,2781349,2003,46311,0,0,0,1,Comprehensive,Business,Garage,3.0,4.2,135822.53
Toyota,Land Cruiser 70,3.0,North West,Mmabatho,4.0,High,1.5,47,1,2424960,2017,21244,1,0,0,1,Third-Party,Business,Garage,3.0,4.0,36836.38
Toyota,Land Cruiser 70,3.0,North West,Rustenburg,2.0,Medium,1.3,21,2,148859,2018,36016,0,0,1,1,Comprehensive,Business,Garage,3.0,2.0,850.85
Toyota,Land Cruiser 70,3.0,North West,Potchefstroom,1.2,Low,1.0,22,0,2773431,2007,32766,1,1,0,1,Third-Party,Occasional,Street,3.0,1.2,42019.43
Toyota,Land Cruiser 70,3.0,Northern Cape,Kimberley,3.5,Medium,1.3,18,0,1228381,2022,7010,1,0,0,0,Smart,Business,Street,3.0,3.5,25712.34
Toyota,Land Cruiser 70,3.0,Northern Cape,Upington,1.0,Low,1.0,44,0,458595,2005,41073,0,1,1,1,Comprehensive,Business,Garage,3.0,1.0,2128.26
Toyota,Land Cruiser 70,3.0,Free State,Bloemfontein,3.0,Medium,1.3,45,0,3184545,2004,24146,0,1,0,0,Comprehensive,Weekend Only,Carport,3.0,3.0,61382.83
Toyota,Land Cruiser 70,3.0,Free State,Welkom,2.0,Medium,1.3,46,0,2093740,2026,36907,0,0,0,1,Third-Party,Business,Garage,3.0,2.0,25662.97
Suzuki,Baleno,1.0,Gauteng,Sandton,1.2,Low,1.0,35,0,2712976,2004,28555,0,1,0,1,Comprehensive,Business,Garage,1.0,1.2,92201.82
Suzuki,Baleno,1.0,Gauteng,Midrand,2.5,Medium,1.3,29,1,196063,2016,48337,1,1,1,0,Comprehensive,Occasional,Carport,1.0,2.5,377.26
Suzuki,Baleno,1.0,Gauteng,Ivory Park,4.5,High,1.5,30,0,1574122,2005,45757,0,0,0,1,Comprehensive,Occasional,Street,1.0,4.5,28036.24
Suzuki,Baleno,1.0,Gauteng,Roodepoort,3.8,High,1.5,58,0,3824770,2012,30980,1,0,1,1,Smart,Daily Commute,Carport,1.0,3.8,60851.66
Suzuki,Baleno,1.0,Gauteng,Bramley,2.0,Medium,1.3,19,0,2011142,2008,15960,0,0,1,0,Comprehensive,Daily Commute,Carport,1.0,2.0,78913.71
Suzuki,Baleno,1.0,Gauteng,Honeydew,1.5,Low,1.0,54,0,1729513,2023,35920,1,0,0,0,Comprehensive,Occasional,Carport,1.0,1.5,15258.97
Suzuki,Baleno,1.0,Gauteng,Soweto,4.8,High,1.5,62,1,3569482,2011,38512,0,1,0,0,Smart,Occasional,Garage,1.0,4.8,85302.29
Suzuki,Baleno,1.0,Gauteng,Sandringham,3.2,Medium,1.3,33,2,677801,2009,22005,1,1,0,1,Comprehensive,Occasional,Street,1.0,3.2,7763.19
Suzuki,Baleno,1.0,Gauteng,Akasia,2.8,Medium,1.3,65,2,350503,2000,15472,1,0,1,1,Smart,Daily Commute,Street,1.0,2.8,2233.64
Suzuki,Baleno,1.0,Gauteng,Midstream,1.0,Low,1.0,41,0,2274212,2010,5907,0,0,1,0,Smart,Business,Carport,1.0,1.0,50423.54
Suzuki,Baleno,1.0,KwaZulu-Natal,Durban North,1.3,Low,1.0,52,2,1551094,2005,15225,0,0,1,1,Comprehensive,Business,Street,1.0,1.3,51100.46
Suzuki,Baleno,1.0,KwaZulu-Natal,Umlazi,4.2,High,1.5,39,0,3748059,2002,26131,0,0,0,0,Third-Party,Occasional,Carport,1.0,4.2,39938.39
Suzuki,Baleno,1.0,KwaZulu-Natal,Inanda,3.5,Medium,1.3,53,2,2245211,2005,13603,1,0,0,0,Smart,Daily Commute,Carport,1.0,3.5,61944.02
Suzuki,Baleno,1.0,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,28,0,3214798,2008,44251,0,1,0,1,Comprehensive,Occasional,Garage,1.0,2.9,71416.17
Suzuki,Baleno,1.0,KwaZulu-Natal,Mankweng,4.0,High,1.5,63,0,1312383,2021,30889,0,0,1,1,Smart,Daily Commute,Street,1.0,4.0,19552.77
Suzuki,Baleno,1.0,KwaZulu-Natal,Berea,1.5,Low,1.0,46,0,2896751,2007,37628,0,0,0,0,Comprehensive,Business,Carport,1.0,1.5,93542.54
Suzuki,Baleno,1.0,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,52,0,1062307,2014,2163,0,1,1,1,Smart,Business,Street,1.0,2.8,15815.59
Suzuki,Baleno,1.0,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,65,1,467349,2021,36482,0,1,1,0,Comprehensive,Weekend Only,Street,1.0,3.8,2368.31
Suzuki,Baleno,1.0,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,32,2,2738395,2005,5462,0,0,0,0,Comprehensive,Occasional,Street,1.0,4.5,124858.32
Suzuki,Baleno,1.0,KwaZulu-Natal,Calcutta,1.0,Low,1.0,48,0,3977291,2022,12287,0,1,0,1,Smart,Business,Carport,1.0,1.0,80132.41
Suzuki,Baleno,1.0,Western Cape,Cape Town CBD,2.5,Medium,1.3,59,0,2758555,2010,8227,0,0,0,0,Comprehensive,Occasional,Garage,1.0,2.5,53546.14
Suzuki,Baleno,1.0,Western Cape,Khayelitsha,4.8,High,1.5,58,0,3386541,2009,21044,0,1,0,0,Third-Party,Weekend Only,Carport,1.0,4.8,32563.72
Suzuki,Baleno,1.0,Western Cape,Rondebosch,1.2,Low,1.0,60,2,3566763,2010,33790,0,0,0,1,Third-Party,Daily Commute,Garage,1.0,1.2,69875.15
Suzuki,Baleno,1.0,Western Cape,Nyanga,4.0,High,1.5,33,0,2372763,2003,35001,0,0,0,0,Comprehensive,Occasional,Street,1.0,4.0,67293.46
Suzuki,Baleno,1.0,Western Cape,Gugulethu,3.8,High,1.5,27,0,714932,2012,36644,0,0,0,0,Comprehensive,Weekend Only,Street,1.0,3.8,6020.52
Suzuki,Baleno,1.0,Western Cape,Sea Point,1.5,Low,1.0,66,0,1654735,2007,43921,1,1,0,1,Smart,Daily Commute,Street,1.0,1.5,23998.32
Suzuki,Baleno,1.0,Western Cape,Philippi East,3.2,Medium,1.3,49,0,983727,2019,21754,0,0,0,0,Smart,Occasional,Street,1.0,3.2,4796.37
Suzuki,Baleno,1.0,Western Cape,Delft,3.5,Medium,1.3,68,0,1909205,2014,49951,0,0,0,1,Smart,Occasional,Garage,1.0,3.5,22803.43
Suzuki,Baleno,1.0,Western Cape,Mfuleni,4.2,High,1.5,19,0,2232075,2006,32866,0,0,0,1,Comprehensive,Daily Commute,Carport,1.0,4.2,97251.93
Suzuki,Baleno,1.0,Western Cape,Harare,4.0,High,1.5,41,0,686945,2000,8339,0,0,0,1,Comprehensive,Business,Garage,1.0,4.0,6629.4
Suzuki,Baleno,1.0,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,40,0,676726,2024,47961,0,0,0,0,Smart,Daily Commute,Carport,1.0,3.0,3442.81
Suzuki,Baleno,1.0,Eastern Cape,Cambridge,3.5,Medium,1.3,19,1,2106455,2025,23493,1,0,0,1,Comprehensive,Occasional,Street,1.0,3.5,70075.9
Suzuki,Baleno,1.0,Eastern Cape,Kwazakele,4.2,High,1.5,55,1,3399996,2008,40859,0,0,0,0,Third-Party,Weekend Only,Street,1.0,4.2,49424.22
Suzuki,Baleno,1.0,Eastern Cape,New Brighton,3.8,High,1.5,48,1,423053,2022,33937,0,1,0,0,Smart,Business,Carport,1.0,3.8,1992.84
Suzuki,Baleno,1.0,Eastern Cape,Summerstrand,1.5,Low,1.0,68,0,422986,2007,6481,1,0,1,1,Comprehensive,Daily Commute,Street,1.0,1.5,2217.89
Suzuki,Baleno,1.0,Eastern Cape,North End,2.0,Medium,1.3,57,2,401576,2001,16312,0,0,0,0,Comprehensive,Daily Commute,Garage,1.0,2.0,2775.26
Suzuki,Baleno,1.0,Eastern Cape,Walmer,1.0,Low,1.0,43,0,1911206,2025,39227,0,0,0,0,Smart,Business,Carport,1.0,1.0,23029.9
Suzuki,Baleno,1.0,Eastern Cape,Central,2.5,Medium,1.3,46,1,2847036,2013,42801,0,1,0,0,Third-Party,Weekend Only,Carport,1.0,2.5,34807.8
Suzuki,Baleno,1.0,Eastern Cape,Mount Road,3.5,Medium,1.3,20,2,3824203,2011,41185,0,1,0,1,Comprehensive,Weekend Only,Carport,1.0,3.5,185937.79
Suzuki,Baleno,1.0,Eastern Cape,Stanford Terrace,1.2,Low,1.0,31,1,3828188,2025,19791,1,0,1,0,Third-Party,Business,Garage,1.0,1.2,55689.5
Suzuki,Baleno,1.0,Mpumalanga,Witbank,3.5,Medium,1.3,42,1,1601456,2022,2207,0,0,0,0,Comprehensive,Weekend Only,Carport,1.0,3.5,22892.03
Suzuki,Baleno,1.0,Mpumalanga,Secunda,2.8,Medium,1.3,65,2,1594472,2016,39138,0,0,0,0,Comprehensive,Daily Commute,Carport,1.0,2.8,49004.7
Suzuki,Baleno,1.0,Mpumalanga,Vosman,4.0,High,1.5,18,1,2634661,2018,25534,0,1,0,1,Smart,Daily Commute,Street,1.0,4.0,103764.35
Suzuki,Baleno,1.0,Mpumalanga,Bethal,1.0,Low,1.0,20,0,2780939,2005,11944,0,1,1,1,Comprehensive,Occasional,Carport,1.0,1.0,80332.38
Suzuki,Baleno,1.0,Mpumalanga,Middleburg,1.5,Low,1.0,43,0,471731,2020,34669,1,1,0,0,Smart,Daily Commute,Garage,1.0,1.5,1080.59
Suzuki,Baleno,1.0,Limpopo,Polokwane,2.5,Medium,1.3,35,0,1477033,2004,10687,0,0,1,0,Third-Party,Weekend Only,Garage,1.0,2.5,9341.84
Suzuki,Baleno,1.0,Limpopo,Mankweng,4.2,High,1.5,26,0,3462568,2024,19285,1,1,0,0,Comprehensive,Business,Street,1.0,4.2,98871.07
Suzuki,Baleno,1.0,North West,Mmabatho,4.0,High,1.5,55,1,868459,2005,34282,0,0,0,0,Third-Party,Daily Commute,Garage,1.0,4.0,4474.91
Suzuki,Baleno,1.0,North West,Rustenburg,2.0,Medium,1.3,40,0,1908800,2002,46558,1,0,0,0,Smart,Weekend Only,Street,1.0,2.0,16649.5
Suzuki,Baleno,1.0,North West,Potchefstroom,1.2,Low,1.0,38,0,315519,2015,28782,0,1,0,0,Third-Party,Weekend Only,Street,1.0,1.2,569.66
Suzuki,Baleno,1.0,Northern Cape,Kimberley,3.5,Medium,1.3,18,2,2500609,2017,25467,0,0,0,0,Smart,Business,Garage,1.0,3.5,128818.49
Suzuki,Baleno,1.0,Northern Cape,Upington,1.0,Low,1.0,38,0,2766770,2013,20133,1,0,0,0,Third-Party,Weekend Only,Carport,1.0,1.0,22940.67
Suzuki,Baleno,1.0,Free State,Bloemfontein,3.0,Medium,1.3,44,0,2372511,2024,6489,0,0,0,1,Third-Party,Occasional,Garage,1.0,3.0,18510.92
Suzuki,Baleno,1.0,Free State,Welkom,2.0,Medium,1.3,59,0,549775,2014,11108,1,0,1,0,Third-Party,Business,Garage,1.0,2.0,1130.34
Nissan,Navara,2.5,Gauteng,Sandton,1.2,Low,1.0,23,1,2766703,2025,8582,0,1,0,0,Comprehensive,Business,Garage,2.5,1.2,132321.57
Nissan,Navara,2.5,Gauteng,Midrand,2.5,Medium,1.3,61,1,2008337,2003,17738,0,0,0,1,Smart,Business,Street,2.5,2.5,93605.28
Nissan,Navara,2.5,Gauteng,Ivory Park,4.5,High,1.5,53,0,739025,2010,10030,1,0,0,0,Smart,Daily Commute,Street,2.5,4.5,4570.12
Nissan,Navara,2.5,Gauteng,Roodepoort,3.8,High,1.5,45,1,2450422,2004,23118,1,1,0,0,Smart,Weekend Only,Garage,2.5,3.8,36348.54
Nissan,Navara,2.5,Gauteng,Bramley,2.0,Medium,1.3,62,2,2831993,2008,13593,1,1,0,1,Smart,Weekend Only,Garage,2.5,2.0,66048.21
Nissan,Navara,2.5,Gauteng,Honeydew,1.5,Low,1.0,34,2,806732,2004,23049,1,1,1,0,Comprehensive,Weekend Only,Street,2.5,1.5,8013.46
Nissan,Navara,2.5,Gauteng,Soweto,4.8,High,1.5,57,2,421781,2006,4194,0,1,0,1,Comprehensive,Daily Commute,Garage,2.5,4.8,2887.42
Nissan,Navara,2.5,Gauteng,Sandringham,3.2,Medium,1.3,69,0,2942219,2017,19343,0,0,0,0,Comprehensive,Daily Commute,Garage,2.5,3.2,85302.39
Nissan,Navara,2.5,Gauteng,Akasia,2.8,Medium,1.3,20,0,187208,2017,31439,1,0,0,1,Comprehensive,Business,Street,2.5,2.8,743.66
Nissan,Navara,2.5,Gauteng,Midstream,1.0,Low,1.0,29,2,3229277,2019,45117,0,1,0,0,Comprehensive,Daily Commute,Garage,2.5,1.0,128562.6
Nissan,Navara,2.5,KwaZulu-Natal,Durban North,1.3,Low,1.0,56,0,1088644,2023,43353,1,0,1,0,Comprehensive,Daily Commute,Street,2.5,1.3,12706.73
Nissan,Navara,2.5,KwaZulu-Natal,Umlazi,4.2,High,1.5,29,2,3405672,2001,46592,0,0,0,1,Comprehensive,Business,Carport,2.5,4.2,219991.64
Nissan,Navara,2.5,KwaZulu-Natal,Inanda,3.5,Medium,1.3,19,0,1816172,2025,48261,0,1,0,1,Smart,Business,Carport,2.5,3.5,34594.46
Nissan,Navara,2.5,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,63,0,1303631,2022,48652,0,0,0,1,Smart,Daily Commute,Street,2.5,2.9,21198.2
Nissan,Navara,2.5,KwaZulu-Natal,Mankweng,4.0,High,1.5,39,0,1144731,2012,6538,0,1,0,0,Comprehensive,Daily Commute,Garage,2.5,4.0,17358.85
Nissan,Navara,2.5,KwaZulu-Natal,Berea,1.5,Low,1.0,40,0,3243209,2012,22442,0,1,1,0,Third-Party,Weekend Only,Carport,2.5,1.5,28199.91
Nissan,Navara,2.5,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,47,2,3721437,2016,6842,0,0,0,1,Smart,Weekend Only,Garage,2.5,2.8,73327.9
Nissan,Navara,2.5,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,22,0,1074607,2024,49857,1,0,0,1,Comprehensive,Daily Commute,Garage,2.5,3.8,18626.72
Nissan,Navara,2.5,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,26,0,1343053,2025,28442,0,1,0,0,Comprehensive,Occasional,Garage,2.5,4.5,15374.8
Nissan,Navara,2.5,KwaZulu-Natal,Calcutta,1.0,Low,1.0,38,2,3273695,2021,42338,0,0,0,0,Smart,Daily Commute,Street,2.5,1.0,102892.86
Nissan,Navara,2.5,Western Cape,Cape Town CBD,2.5,Medium,1.3,28,2,3042904,2026,43464,1,1,0,1,Third-Party,Weekend Only,Carport,2.5,2.5,37917.63
Nissan,Navara,2.5,Western Cape,Khayelitsha,4.8,High,1.5,22,1,404705,2016,19103,1,0,0,1,Smart,Business,Carport,2.5,4.8,2796.39
Nissan,Navara,2.5,Western Cape,Rondebosch,1.2,Low,1.0,52,1,2964030,2025,7773,0,1,0,1,Comprehensive,Daily Commute,Garage,2.5,1.2,72778.07
Nissan,Navara,2.5,Western Cape,Nyanga,4.0,High,1.5,44,2,185183,2005,32741,1,0,0,0,Smart,Occasional,Garage,2.5,4.0,339.78
Nissan,Navara,2.5,Western Cape,Gugulethu,3.8,High,1.5,66,0,1141784,2013,37646,0,0,0,0,Smart,Occasional,Street,2.5,3.8,16656.06
Nissan,Navara,2.5,Western Cape,Sea Point,1.5,Low,1.0,19,1,2174674,2020,43593,1,0,1,0,Third-Party,Occasional,Carport,2.5,1.5,32789.28
Nissan,Navara,2.5,Western Cape,Philippi East,3.2,Medium,1.3,41,2,2990986,2013,47337,1,0,1,0,Comprehensive,Weekend Only,Carport,2.5,3.2,75708.76
Nissan,Navara,2.5,Western Cape,Delft,3.5,Medium,1.3,48,0,2575858,2011,17586,0,0,0,0,Third-Party,Daily Commute,Street,2.5,3.5,39282.04
Nissan,Navara,2.5,Western Cape,Mfuleni,4.2,High,1.5,50,1,753371,2004,32115,1,0,0,0,Third-Party,Business,Garage,2.5,4.2,4084.42
Nissan,Navara,2.5,Western Cape,Harare,4.0,High,1.5,56,0,2061151,2004,19392,1,1,0,0,Third-Party,Business,Carport,2.5,4.0,27944.1
Nissan,Navara,2.5,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,47,0,2598122,2003,45293,0,0,1,1,Comprehensive,Daily Commute,Garage,2.5,3.0,60459.57
Nissan,Navara,2.5,Eastern Cape,Cambridge,3.5,Medium,1.3,63,0,2908461,2022,46180,0,1,0,0,Smart,Daily Commute,Garage,2.5,3.5,60255.26
Nissan,Navara,2.5,Eastern Cape,Kwazakele,4.2,High,1.5,54,0,2726542,2024,24617,0,0,1,0,Third-Party,Daily Commute,Carport,2.5,4.2,27728.86
Nissan,Navara,2.5,Eastern Cape,New Brighton,3.8,High,1.5,68,0,74040,2012,13382,0,1,0,0,Third-Party,Daily Commute,Carport,2.5,3.8,200.0
Nissan,Navara,2.5,Eastern Cape,Summerstrand,1.5,Low,1.0,45,0,984550,2003,46807,1,1,0,0,Comprehensive,Business,Carport,2.5,1.5,8207.13
Nissan,Navara,2.5,Eastern Cape,North End,2.0,Medium,1.3,48,0,2589742,2017,29740,0,0,0,1,Comprehensive,Occasional,Carport,2.5,2.0,48248.99
Nissan,Navara,2.5,Eastern Cape,Walmer,1.0,Low,1.0,28,0,3841754,2015,8772,0,0,1,0,Smart,Occasional,Carport,2.5,1.0,66685.31
Nissan,Navara,2.5,Eastern Cape,Central,2.5,Medium,1.3,40,0,406142,2017,33721,1,0,0,0,Comprehensive,Business,Garage,2.5,2.5,1629.12
Nissan,Navara,2.5,Eastern Cape,Mount Road,3.5,Medium,1.3,19,1,1344055,2001,41358,1,1,0,1,Smart,Weekend Only,Carport,2.5,3.5,21469.89
Nissan,Navara,2.5,Eastern Cape,Stanford Terrace,1.2,Low,1.0,57,0,2243222,2022,16647,1,0,0,1,Third-Party,Weekend Only,Street,2.5,1.2,18492.99
Nissan,Navara,2.5,Mpumalanga,Witbank,3.5,Medium,1.3,58,0,750328,2003,18504,0,0,0,1,Comprehensive,Weekend Only,Street,2.5,3.5,5328.25
Nissan,Navara,2.5,Mpumalanga,Secunda,2.8,Medium,1.3,44,2,3357735,2019,8460,0,1,1,0,Comprehensive,Daily Commute,Street,2.5,2.8,125174.35
Nissan,Navara,2.5,Mpumalanga,Vosman,4.0,High,1.5,52,1,902013,2016,8281,0,1,0,1,Third-Party,Weekend Only,Carport,2.5,4.0,3147.76
Nissan,Navara,2.5,Mpumalanga,Bethal,1.0,Low,1.0,19,0,2525827,2019,24246,0,1,0,0,Smart,Weekend Only,Street,2.5,1.0,55743.64
Nissan,Navara,2.5,Mpumalanga,Middleburg,1.5,Low,1.0,56,2,2073069,2005,38499,0,0,1,1,Comprehensive,Daily Commute,Garage,2.5,1.5,76062.06
Nissan,Navara,2.5,Limpopo,Polokwane,2.5,Medium,1.3,54,2,258554,2017,48733,1,0,1,0,Comprehensive,Business,Carport,2.5,2.5,847.93
Nissan,Navara,2.5,Limpopo,Mankweng,4.2,High,1.5,38,0,1743711,2019,30491,0,1,0,0,Smart,Weekend Only,Garage,2.5,4.2,12923.83
Nissan,Navara,2.5,North West,Mmabatho,4.0,High,1.5,22,0,111377,2026,21975,0,1,1,1,Comprehensive,Business,Street,2.5,4.0,418.39
Nissan,Navara,2.5,North West,Rustenburg,2.0,Medium,1.3,69,0,3798877,2006,46536,0,0,0,0,Comprehensive,Occasional,Street,2.5,2.0,116172.98
Nissan,Navara,2.5,North West,Potchefstroom,1.2,Low,1.0,62,0,3869787,2012,49872,1,0,0,0,Smart,Business,Street,2.5,1.2,116434.86
Nissan,Navara,2.5,Northern Cape,Kimberley,3.5,Medium,1.3,38,2,3602689,2008,27416,0,1,1,1,Comprehensive,Daily Commute,Carport,2.5,3.5,138293.82
Nissan,Navara,2.5,Northern Cape,Upington,1.0,Low,1.0,46,0,2792052,2001,8635,0,0,0,1,Third-Party,Business,Garage,2.5,1.0,42152.71
Nissan,Navara,2.5,Free State,Bloemfontein,3.0,Medium,1.3,37,0,3512709,2007,21189,0,0,1,0,Third-Party,Business,Carport,2.5,3.0,53736.78
Nissan,Navara,2.5,Free State,Welkom,2.0,Medium,1.3,55,1,1008298,2013,13498,0,1,0,0,Comprehensive,Weekend Only,Carport,2.5,2.0,15561.85
Hyundai,Exter,1.0,Gauteng,Sandton,1.2,Low,1.0,37,2,2640448,2021,25049,1,1,0,0,Comprehensive,Business,Garage,1.0,1.2,89497.62
Hyundai,Exter,1.0,Gauteng,Midrand,2.5,Medium,1.3,67,1,2833710,2023,40129,0,0,0,1,Comprehensive,Daily Commute,Carport,1.0,2.5,102626.07
Hyundai,Exter,1.0,Gauteng,Ivory Park,4.5,High,1.5,42,0,1821739,2017,12427,0,0,0,1,Smart,Daily Commute,Street,1.0,4.5,22802.67
Hyundai,Exter,1.0,Gauteng,Roodepoort,3.8,High,1.5,19,2,2015799,2026,32521,1,0,0,0,Comprehensive,Occasional,Street,1.0,3.8,82774.65
Hyundai,Exter,1.0,Gauteng,Bramley,2.0,Medium,1.3,49,0,990993,2000,8570,0,0,1,0,Third-Party,Business,Street,1.0,2.0,5177.6
Hyundai,Exter,1.0,Gauteng,Honeydew,1.5,Low,1.0,43,1,2207709,2022,26988,0,0,0,0,Third-Party,Daily Commute,Carport,1.0,1.5,33496.98
Hyundai,Exter,1.0,Gauteng,Soweto,4.8,High,1.5,23,0,2087519,2008,41114,0,0,0,1,Comprehensive,Occasional,Carport,1.0,4.8,71590.95
Hyundai,Exter,1.0,Gauteng,Sandringham,3.2,Medium,1.3,58,2,2662020,2008,10408,0,0,0,0,Smart,Weekend Only,Street,1.0,3.2,70754.26
Hyundai,Exter,1.0,Gauteng,Akasia,2.8,Medium,1.3,20,0,344618,2001,17674,1,0,0,1,Comprehensive,Weekend Only,Carport,1.0,2.8,1628.66
Hyundai,Exter,1.0,Gauteng,Midstream,1.0,Low,1.0,50,0,3786455,2015,21197,0,0,0,1,Third-Party,Daily Commute,Street,1.0,1.0,55524.34
Hyundai,Exter,1.0,KwaZulu-Natal,Durban North,1.3,Low,1.0,18,2,799316,2003,49606,0,0,0,1,Comprehensive,Weekend Only,Street,1.0,1.3,14013.89
Hyundai,Exter,1.0,KwaZulu-Natal,Umlazi,4.2,High,1.5,68,0,1294834,2012,47854,0,1,0,1,Third-Party,Occasional,Carport,1.0,4.2,10649.89
Hyundai,Exter,1.0,KwaZulu-Natal,Inanda,3.5,Medium,1.3,22,0,3798229,2016,35573,1,1,1,0,Smart,Weekend Only,Garage,1.0,3.5,55158.8
Hyundai,Exter,1.0,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,30,2,3523168,2010,29385,1,1,0,0,Smart,Business,Garage,1.0,2.9,124182.94
Hyundai,Exter,1.0,KwaZulu-Natal,Mankweng,4.0,High,1.5,36,2,749872,2022,27847,1,1,0,0,Smart,Occasional,Street,1.0,4.0,4760.38
Hyundai,Exter,1.0,KwaZulu-Natal,Berea,1.5,Low,1.0,29,2,1971719,2001,9420,0,1,0,0,Smart,Business,Street,1.0,1.5,60487.63
Hyundai,Exter,1.0,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,65,2,562070,2003,44147,1,1,0,1,Smart,Business,Carport,1.0,2.8,4052.48
Hyundai,Exter,1.0,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,42,0,1478447,2011,15806,0,0,1,0,Comprehensive,Business,Carport,1.0,3.8,28073.91
Hyundai,Exter,1.0,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,68,0,61177,2001,6257,0,1,1,1,Comprehensive,Weekend Only,Carport,1.0,4.5,200.0
Hyundai,Exter,1.0,KwaZulu-Natal,Calcutta,1.0,Low,1.0,52,0,1633625,2000,29130,1,0,0,0,Smart,Business,Street,1.0,1.0,23239.32
Hyundai,Exter,1.0,Western Cape,Cape Town CBD,2.5,Medium,1.3,29,0,3439882,2022,20696,1,1,1,0,Smart,Occasional,Street,1.0,2.5,47144.04
Hyundai,Exter,1.0,Western Cape,Khayelitsha,4.8,High,1.5,47,0,1377178,2005,36763,1,0,0,0,Comprehensive,Occasional,Carport,1.0,4.8,15681.83
Hyundai,Exter,1.0,Western Cape,Rondebosch,1.2,Low,1.0,22,1,512914,2015,28733,1,1,0,0,Smart,Daily Commute,Garage,1.0,1.2,2768.91
Hyundai,Exter,1.0,Western Cape,Nyanga,4.0,High,1.5,51,1,2474071,2001,48931,1,1,0,1,Comprehensive,Occasional,Garage,1.0,4.0,51150.99
Hyundai,Exter,1.0,Western Cape,Gugulethu,3.8,High,1.5,39,0,769226,2013,6995,0,0,0,0,Smart,Business,Garage,1.0,3.8,5556.88
Hyundai,Exter,1.0,Western Cape,Sea Point,1.5,Low,1.0,56,0,1259758,2019,20126,0,1,1,0,Comprehensive,Daily Commute,Street,1.0,1.5,17847.87
Hyundai,Exter,1.0,Western Cape,Philippi East,3.2,Medium,1.3,30,0,2134119,2011,27918,0,0,0,0,Smart,Occasional,Carport,1.0,3.2,40540.33
Hyundai,Exter,1.0,Western Cape,Delft,3.5,Medium,1.3,64,2,1202365,2026,35923,0,0,0,1,Third-Party,Business,Garage,1.0,3.5,19062.87
Hyundai,Exter,1.0,Western Cape,Mfuleni,4.2,High,1.5,20,0,3682797,2018,43353,1,0,0,0,Comprehensive,Daily Commute,Carport,1.0,4.2,120024.2
Hyundai,Exter,1.0,Western Cape,Harare,4.0,High,1.5,37,0,2545344,2002,25147,1,0,1,1,Smart,Occasional,Garage,1.0,4.0,29401.57
Hyundai,Exter,1.0,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,48,2,2799689,2018,49787,0,1,0,0,Comprehensive,Daily Commute,Carport,1.0,3.0,100803.36
